Name,Genre,Platform,Global_Sales,Cluster
Mushihimesama,Action,X360,0.02,0
Uru: Ages Beyond Myst,Adventure,PC,0.02,0
Higurashi no Naku Koro ni: Jan,Misc,PSP,0.02,0
Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira,Action,PSP,0.02,0
Elvandia Story,Role-Playing,PS2,0.02,0
Triggerheart Excelica Enhanced,Shooter,PS2,0.02,0
Puzzle Star Sweep,Puzzle,PS,0.02,0
Battle Spirits: Kiseki no Hasha,Role-Playing,PSP,0.02,0
X-Plane 10 Global,Simulation,PC,0.02,0
Chrysler Classic Racing,Racing,DS,0.02,0
The Conveni 4,Simulation,PS2,0.02,0
The Cheetah Girls,Misc,GBA,0.02,0
Charlie's Angels,Action,GC,0.02,0
WRC 2: FIA World Rally Championship,Racing,PC,0.02,0
uDraw Studio: Instant Artist,Misc,X360,0.02,0
Seitokai no Ichizon: DS-suru Seitokai,Adventure,DS,0.02,0
Teenage Mutant Ninja Turtles Double Pack,Action,GBA,0.02,0
Prism Ark: Awake,Adventure,PS2,0.02,0
Rozen Maiden: Duellwalzer,Adventure,PS2,0.02,0
Rugby 06,Sports,XB,0.02,0
Marvel Avengers: Battle for Earth,Action,X360,0.02,0
Winter Blast: 9 Snow & Ice Games,Sports,Wii,0.02,0
Natsuiro High School: Seishun Hakusho,Action,PS3,0.02,0
Kamen Rider: Battride War II,Action,WiiU,0.02,0
Shrek / Shark Tale Game Boy Advance Video,Misc,GBA,0.02,0
Urban Chaos: Riot Response,Shooter,XB,0.02,0
Ginga Fukei Densetsu: Sapphire,Shooter,TG16,0.02,0
Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!,Action,PS2,0.02,0
The Mummy,Action,GBA,0.02,0
Guitar Freaks V3 & DrumMania V3,Simulation,PS2,0.02,0
The Talos Principle,Puzzle,PS4,0.02,0
The Crow: City of Angels,Action,PS,0.02,0
Legendary,Shooter,PC,0.02,0
Snow Portable,Adventure,PSP,0.02,0
Poyo Poyo Kansatsu Nikki,Action,3DS,0.02,0
Jinsei Game DS,Misc,DS,0.02,0
Guitar Freaks & DrumMania: Masterpiece Gold,Simulation,PS2,0.02,0
Broken Sword: The Sleeping Dragon,Adventure,XB,0.02,0
Reversal Challenge,Misc,DS,0.02,0
Wild West Shootout,Shooter,Wii,0.02,0
Miyako,Adventure,PSP,0.02,0
Motto NUGA-CEL!,Adventure,PSP,0.02,0
Yu-Gi-Oh! GX: The Beginning of Destiny (JP sales),Strategy,PS2,0.02,0
11eyes: CrossOver,Adventure,PSP,0.02,0
Super Dodge Ball,Sports,NG,0.02,0
Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi,Adventure,PSV,0.02,0
Gon: BakuBakuBakuBaku Adventure,Action,3DS,0.02,0
Style Book: Junior City,Misc,DS,0.02,0
Amatsumi Sora ni! Kumo no Hatate ni,Adventure,PSV,0.02,0
Garfield's Nightmare,Platform,DS,0.02,0
Earth Seeker,Role-Playing,Wii,0.02,0
Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,Action,PS3,0.02,0
Lovely x Cation 1 & 2,Action,PSV,0.02,0
Barbie as the Princess and the Pauper,Adventure,GBA,0.02,0
Blood Bowl: Legendary Edition,Sports,PC,0.02,0
Tantei Opera: Milky Holmes,Adventure,PSP,0.02,0
Pirates of the Burning Sea,Role-Playing,PC,0.02,0
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,Misc,PS3,0.02,0
Mary King's Riding School 2,Simulation,Wii,0.02,0
Micro Machines V4,Racing,PSP,0.02,0
Entaku no Seito: The Eternal Legend,Role-Playing,PSP,0.02,0
New Atelier Rorona: Hajimari no Monogatari,Action,3DS,0.02,0
WorldShift,Strategy,PC,0.02,0
The Crew: Wild Run,Action,PC,0.02,0
Casper's Scare School: Spooky Sports Day,Sports,DS,0.02,0
7 Roses: A Darkness Rises,Misc,PC,0.02,0
My Hero: Doctor,Action,DS,0.02,0
Sega Ages 2500 Series Vol. 29: Monster World Complete Collection,Role-Playing,PS2,0.02,0
Bakumatsu Rock: Ultra Soul,Misc,PSV,0.02,0
Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses,Action,PSP,0.02,0
Elf Bowling 1 & 2,Sports,DS,0.02,0
Niko Puchi Girls Runway,Misc,3DS,0.02,0
MotoGP 14,Racing,PSV,0.02,0
Bomberman 2,Puzzle,DS,0.02,0
Arabians Lost: The Engagement on Desert,Adventure,PS2,0.02,0
Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen,Simulation,DS,0.02,0
Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi,Role-Playing,PS2,0.02,0
Gakken DS: Shin TOEIC Test Kanzen Kouryaku,Misc,DS,0.02,0
SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen,Action,DS,0.02,0
Peggle Nights,Puzzle,PC,0.02,0
Starry ? Sky: After Summer,Misc,PSP,0.02,0
Puzzle Guzzle,Puzzle,PSP,0.02,0
ESPN NFL Primetime 2002,Sports,XB,0.02,0
Gallop Racer Inbreed,Sports,PS2,0.02,0
Myth Makers: Super Kart GP,Racing,Wii,0.02,0
Red Ninja: End of Honor,Action,XB,0.02,0
Ketsui: Kizuna Jigoku Tachi Extra,Shooter,X360,0.02,0
Frisbee Disc Freestyle / Frisbee Disc Golf,Sports,DS,0.02,0
Call of Duty: Modern Warfare Trilogy,Shooter,PS3,0.02,0
The King of Fighters Collection: The Orochi Saga (JP sales),Fighting,PS2,0.02,0
Emergency 2012,Simulation,DS,0.02,0
Command & Conquer 3: Kane's Wrath,Strategy,PC,0.02,0
Suzumiya Haruhi-Chan no Mahjong,Misc,PSP,0.02,0
Tsuki no Hikari: Shizumeru Kane no Satsujin,Adventure,PS2,0.02,0
Aqua Panic!,Puzzle,DS,0.02,0
James Bond 007: Blood Stone,Shooter,PC,0.02,0
Sega Ages 2500 Series Vol. 26: Dynamite Deka,Action,PS2,0.02,0
Kong: The Animated Series,Action,GBA,0.02,0
Heavy Fire: Afghanistan,Shooter,PC,0.02,0
Let's Dance with Mel B,Sports,X360,0.02,0
Agatha Christie: Death on the Nile,Adventure,PC,0.02,0
The Crew: Wild Run,Action,XOne,0.02,0
Toukiden 2,Action,PS3,0.02,0
Koisuru Otome to Shugo no Tate Portable,Adventure,PSP,0.02,0
PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana,Action,3DS,0.02,0
Nodame Cantabile: Tanoshii Ongaku no Jikan Desu,Misc,DS,0.02,0
Iridium Runners,Racing,PS2,0.02,0
Ben 10 Omniverse 2,Action,3DS,0.02,0
"Shounen Onmyouji: Tsubasa Yoima, Ten e Kaere",Adventure,PS2,0.02,0
Bakumatsu Renka: Karyuu Kenshi-den,Adventure,PS2,0.02,0
Dancing on Ice,Sports,DS,0.02,0
Tiny Toon Adventures: Wacky Stackers,Puzzle,GBA,0.02,0
Princess Frontier Portable,Adventure,PSP,0.02,0
Rock Blast,Puzzle,Wii,0.02,0
Touch Detective (JP sales),Adventure,DS,0.02,0
Tomb Raider: Legend,Action,PC,0.02,0
Emergency Mayhem,Racing,Wii,0.02,0
Rising Zan: The Samurai Gunman,Action,PS,0.02,0
Mai-Otome Hime: Otome Butou Shi,Fighting,PS2,0.02,0
Robopon 2: Cross Version,Role-Playing,GBA,0.02,0
TMNT: Mutant Melee,Fighting,XB,0.02,0
Ultimate Puzzle Games,Puzzle,GBA,0.02,0
Combat Flight Simulator 3: Battle for Europe,Simulation,PC,0.02,0
Kimikare: New Semester,Action,PSP,0.02,0
Katekyoo Hitman Reborn! Kindan no Yami no Delta,Action,PS2,0.02,0
Haneru no Tobira Wii: Girigirissu,Misc,Wii,0.02,0
RoboCop,Shooter,XB,0.02,0
Elminage II: Sousei no Megami to Unmei no Daichi,Role-Playing,PSP,0.02,0
Lara Croft and the Temple of Osiris,Action,PC,0.02,0
Final Fantasy XIV: Heavensward,Action,PC,0.02,0
Grisaia no Rakuen: Le Eden de la Grisaia,Adventure,PSV,0.02,0
Blazing Souls,Role-Playing,PS2,0.02,0
Seinaru Kana: Orichalcum no Na no Motoni,Action,PSP,0.02,0
NHL 2K3,Sports,GC,0.02,0
PDC World Championship Darts 2009,Sports,Wii,0.02,0
Tour de France 2014,Sports,PS3,0.02,0
The Hustle: Detroit Streets,Sports,XB,0.02,0
Tail of the Sun,Role-Playing,PS,0.02,0
Canada Hunt,Sports,Wii,0.02,0
Space Channel 5: Ulala's Cosmic Attack,Misc,GBA,0.02,0
Airline Tycoon,Simulation,PC,0.02,0
Disney Sports Basketball,Sports,GBA,0.02,0
Bejeweled Blitz,Puzzle,PC,0.02,0
Ozzy & Drix,Platform,GBA,0.02,0
Barnyard Blast: Swine of the Night,Platform,DS,0.02,0
SBK09 Superbike World Championship,Racing,PS3,0.02,0
Song of the Deep,Action,PC,0.02,0
Yamasa Digi World SP: Moeyo! Kung Fu Shukujo,Misc,PS2,0.02,0
Nobunaga no Yabou: Soutensoku with Power-Up Kit,Strategy,PSP,0.02,0
Disney Sports Football,Sports,GC,0.02,0
Castle Shikigami 2,Shooter,PS2,0.02,0
Wizardry Twin Pack,Role-Playing,PS3,0.02,0
Rabbids Invasion: The Interactive TV Show,Misc,PS4,0.02,0
Moe Star: Moeru Toudai Eigojuku,Misc,DS,0.02,0
Gadget Racers (PAL),Racing,PS2,0.02,0
Pulse Racer,Racing,XB,0.02,0
Freestyle Metal X,Racing,GC,0.02,0
Tegami Bachi: Kokoro Tsumugu Mono e,Role-Playing,PSP,0.02,0
NEVES,Puzzle,DS,0.02,0
Unreal Tournament 2004,Shooter,PC,0.02,0
NBA 07,Sports,PS2,0.02,0
Antiphona no Seikahime: Tenshi no Gakufu Op.A,Role-Playing,PSP,0.02,0
Rogue Trooper,Shooter,XB,0.02,0
Spirits & Spells,Platform,GC,0.02,0
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2,Action,PS3,0.02,0
Balls of Fury,Sports,DS,0.02,0
50 Classic Games,Misc,3DS,0.02,0
The Longest Journey,Adventure,PC,0.02,0
Eyeshield 21: Portable Edition,Role-Playing,PSP,0.02,0
Stronghold Legends,Strategy,PC,0.02,0
Kabushiki Baibai Trainer: Kabutore! Next,Simulation,DS,0.02,0
Machi: Unmei no Kousaten,Adventure,PSP,0.02,0
Winning Post 8 2016,Simulation,PS4,0.02,0
Golden Nugget Casino DS,Misc,DS,0.02,0
Machi-ing Maker 4,Strategy,PS3,0.02,0
World Class Rugby 2: Kokunai Gekitou Hen '93,Sports,SNES,0.02,0
Pirates PlundArrr,Action,Wii,0.02,0
Robotics;Notes,Adventure,PSV,0.02,0
Ketsui Death Label,Shooter,DS,0.02,0
Prince of Stride,Adventure,PSV,0.02,0
Syberia II,Adventure,PC,0.02,0
SD Gundam Force,Shooter,GBA,0.02,0
Mechanic Master 2,Puzzle,DS,0.02,0
Dungeons - The Dark Lord,Strategy,PC,0.02,0
Clover no Kuni no Alice: Wonderful Wonder World,Adventure,PSP,0.02,0
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 9: CR Fever Captain Harlock,Misc,PS2,0.02,0
Lost: Via Domus,Action,PC,0.02,0
Monster High 13 Wishes,Action,3DS,0.02,0
GA - Geijutsuka Art Design Class: Slapstick Wonder Land,Adventure,PSP,0.02,0
Planetarian: Chiisana Hoshi no Yume,Adventure,PSP,0.02,0
Roommate Asami: Okusama wa Joshikousei,Adventure,PS2,0.02,0
Cabbage Patch Kids: The Patch Puppy Rescue,Misc,GBA,0.02,0
Sarah: Keeper of the Unicorn,Adventure,DS,0.02,0
Pirates: Legend of the Black Buccaneer,Adventure,PS2,0.02,0
Back to the Future: The Game,Adventure,XOne,0.02,0
Post Mortem,Adventure,PC,0.02,0
Ultraman Star Chronicles,Strategy,PSP,0.02,0
Ginga Tetsudou 999 DS,Adventure,DS,0.02,0
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3,Action,PS3,0.02,0
Amagoushi no Yakata,Adventure,PS2,0.02,0
Aedis Eclipse: Generation of Chaos,Role-Playing,PSP,0.02,0
This War of Mine,Action,PS4,0.02,0
Franklin: A Birthday Surprise,Misc,PS2,0.02,0
Nil Admirari no Tenbin: Teito Genwaku Toukidan,Adventure,PSV,0.02,0
Marvel Superheroes 3D: Grandmaster's Challenge,Action,Wii,0.02,0
Suzunone Seven: Rebirth Knot,Adventure,PS2,0.02,0
Arslan: The Warriors of Legend,Action,XOne,0.02,0
"Hanayaka Kana, Ware ga Ichizoku: Tasogare Polarstar",Adventure,PSP,0.02,0
Zoids Dash,Role-Playing,DS,0.02,0
Digimon Rumble Arena,Fighting,PS,0.02,0
Vitamin X Evolution Plus,Adventure,PSP,0.02,0
Disciples III: Renaissance,Strategy,PC,0.02,0
Revolution: 25th Anniversary Collection,Adventure,PC,0.02,0
MX vs. ATV Supercross Encore,Sports,XOne,0.02,0
Final Fight: Streetwise,Action,XB,0.02,0
Goblin Commander: Unleash the Horde,Strategy,GC,0.02,0
Super Speed Machines,Racing,DS,0.02,0
Nano Diver,Action,PSP,0.02,0
Elkrone no Atelier: Dear for Otomate,Action,PSP,0.02,0
DJ Star,Misc,DS,0.02,0
Top Gear RPM Tuning,Racing,XB,0.02,0
Cookie & Cream,Platform,DS,0.02,0
Memories Off: Yubikiri no Kioku,Adventure,X360,0.02,0
Otometeki Koi Kakumei * Love Revo!! DS,Adventure,DS,0.02,0
Clue / Mouse Trap / Perfection / Aggravation,Misc,DS,0.02,0
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,Action,PS3,0.02,0
Elven Legacy Collection,Strategy,PC,0.02,0
My Ballet Studio,Simulation,DS,0.02,0
Postman Pat: Special Delivery Service,Misc,DS,0.02,0
Cross + Channel,Adventure,PSP,0.02,0
LEGO Star Wars II: The Original Trilogy,Action,PC,0.02,0
Summer Challenge: Athletics Tournament,Sports,Wii,0.02,0
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Machiteba Tengoku! Makereba Jigoku! Ryoutsuryuu Ikkakusenkin Daisakusen!,Misc,DS,0.02,0
Just Cause,Action,PC,0.02,0
Abunai: Koi no Sousa Shitsu,Action,PSV,0.02,0
Blazing Angels: Squadrons of WWII,Simulation,PC,0.02,0
Let's Yoga!,Misc,DS,0.02,0
Zero no Tsukaima: Muma ga Tsumugu Yokaze no Nocturne,Adventure,PS2,0.02,0
Memories Off: Yubikiri no Kikou,Adventure,PSP,0.02,0
L.G.S: Shinsetsu Houshinengi,Action,PSP,0.02,0
Battle Engine Aquila,Shooter,XB,0.02,0
Turbo: Super Stunt Squad,Sports,Wii,0.02,0
Hurry Up Hedgehog!,Racing,DS,0.02,0
Hands On! Tangrams,Puzzle,DS,0.02,0
Puzzle Chronicles,Puzzle,DS,0.02,0
Discworld II: Mortality Bytes!,Adventure,PS,0.02,0
One Piece Mansion,Action,PS,0.02,0
Uchi no 3 Shimai DS,Misc,DS,0.02,0
Divinity: Original Sin,Role-Playing,PC,0.02,0
Soul Eater: Monotone Princess,Action,Wii,0.02,0
Strike Witches: Shirogane no Tsubasa,Strategy,X360,0.02,0
Big Idea's VeggieTales: LarryBoy and the Bad Apple,Action,GBA,0.02,0
Still Life 2,Adventure,PC,0.02,0
Metal Fight Beyblade: Choujou Kessen! Big Bang Bladers,Action,DS,0.02,0
Clock Zero: Shuuen no Ichibyou - ExTime,Action,PSV,0.02,0
Moujuutsukai to Oujisama,Adventure,PS2,0.02,0
Root Infinity Rexx,Adventure,PSV,0.02,0
Cube,Puzzle,PSP,0.02,0
Shinseiki GPX Cyber Formula: Road To The INFINITY 4,Racing,PS2,0.02,0
Army Men: Major Malfunction,Shooter,XB,0.02,0
Dunamis 15,Adventure,X360,0.02,0
Sansuu Puzzle de Migaku: Gakken Otona no Shikou Sense,Misc,DS,0.02,0
Worms World Party,Strategy,PC,0.02,0
Yoake Yori Ruriiro na Portable,Adventure,PSP,0.02,0
Big Bass Fishing,Action,PS,0.02,0
Reine des Fleurs,Action,PSV,0.02,0
Gears of War,Shooter,PC,0.02,0
Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen,Simulation,Wii,0.02,0
Namco Museum 50th Anniversary (JP sales),Misc,PS2,0.02,0
Gummy Bears Magical Medallion,Platform,Wii,0.02,0
Colin McRae Rally 2005,Racing,PC,0.02,0
Mana Khemia 2: Ochita Gakuen to Renkinjutsushi Tachi Portable+,Role-Playing,PSP,0.02,0
LEGO Star Wars: The Video Game,Action,PC,0.02,0
"Moshi, Kono Sekai ni Kami-sama ga Iru to suru Naraba.",Adventure,PSV,0.02,0
Dark Void,Action,PC,0.02,0
Chou!! Super Nep League DS,Sports,DS,0.02,0
Irritating Stick,Action,PS,0.02,0
WTA Tour Tennis,Sports,GBA,0.02,0
Kaleidoeve,Adventure,PSV,0.02,0
Judge Dredd: Dredd Vs Death,Shooter,XB,0.02,0
Star Trek: Legacy,Simulation,PC,0.02,0
NHL 16,Sports,X360,0.02,0
Wall-E,Platform,PC,0.02,0
Simple 2000 Series Vol. 105: The Maid Fuku to Kikanjuu,Action,PS2,0.02,0
Davis Cup Tennis,Sports,GBA,0.02,0
Pro Rally,Racing,GC,0.02,0
XCOM 2,Strategy,XOne,0.02,0
Football Academy,Sports,DS,0.02,0
Kimi ni Todoke: Sodateru Omoi,Adventure,DS,0.02,0
Call of Duty: Modern Warfare Trilogy,Shooter,X360,0.02,0
Let's Pilates!,Misc,DS,0.02,0
Memories Off #5: Encore,Adventure,PS2,0.02,0
Brave Story: Boku no Kioku to Negai,Role-Playing,DS,0.02,0
Zombie Hunters 2,Action,PS2,0.02,0
WRC 5: FIA World Rally Championship,Sports,X360,0.02,0
Custom Drive,Action,PSP,0.02,0
Tsuyo Kiss 2 Gakki: Swift Love,Adventure,PS2,0.02,0
Achtung Panzer: Kharkov 1943,Strategy,PC,0.02,0
Konductra,Puzzle,DS,0.02,0
Samurai Jack: The Shadow of Aku,Action,GC,0.02,0
Winning Post 7 2013,Sports,PSV,0.02,0
Platypus,Shooter,PSP,0.02,0
Command & Conquer 4: Tiberian Twilight,Strategy,PC,0.02,0
The Incredibles: Rise of the Underminer,Action,PC,0.02,0
Winter Sports 3: The Great Tournament,Sports,X360,0.02,0
Farm Frenzy,Strategy,PC,0.02,0
Ore wa Shoujo Mangaka,Action,PSP,0.02,0
Busou Renkin: Youkoso Papillon Park e,Action,PS2,0.02,0
A Vampyre Story,Adventure,PC,0.02,0
Puyo Puyo Tetris,Puzzle,WiiU,0.02,0
Exhibition Volume 6,Misc,XB,0.02,0
Oshiri Kajiri Mushi no Rhythm Lesson DS: Kawai Ongaku Kyoushitsu Kanshuu,Misc,DS,0.02,0
The Haunted: Hell's Reach,Shooter,PC,0.02,0
Phoenix Wright: Ace Attorney Trilogy,Adventure,3DS,0.02,0
Kuma no Pooh-San: 100 Acre no Mori no Cooking Book,Misc,DS,0.02,0
LifeSigns: Surgical Unit,Simulation,DS,0.02,0
I Love Horses: Rider's Paradise,Simulation,Wii,0.02,0
Kao the Kangaroo Round 2,Platform,GC,0.02,0
Majesty 2 Collection,Strategy,PC,0.02,0
Sniper Elite,Shooter,PC,0.02,0
The Dark Hills of Cherai,Puzzle,PC,0.02,0
FIFA Soccer 08,Sports,PC,0.02,0
Zoey 101: Field Trip Fiasco,Action,DS,0.02,0
Dream C Club: GoGo,Adventure,PS3,0.02,0
Battle Spirits: Hero's Soul,Role-Playing,PSP,0.02,0
Usavichi: Game no Jikan,Action,DS,0.02,0
Pachi-Slot Higrashi no Naku Koro ni Matsuri,Misc,PS2,0.02,0
Otona no Renai Shousetsu: Harlequin Selection,Misc,DS,0.02,0
White Album 2: Shiawase no Mukougawa,Adventure,PSV,0.02,0
W.L.O. Sekai Renai Kikousen,Adventure,X360,0.02,0
Psychedelica of the Black Butterfly,Action,PSV,0.02,0
Final Fantasy XI: All-In-One Pack 2006,Role-Playing,X360,0.02,0
Joint Operations: Combined Arms,Shooter,PC,0.02,0
Poupee Girl DS 2: Elegant Mint / Sweet Pink Style,Misc,DS,0.02,0
Winning Post 7: Maximum 2007,Sports,PS3,0.02,0
Monster Trux Offroad,Racing,Wii,0.02,0
Assault Suit Leynos,Shooter,PS4,0.02,0
Dragon Booster,Shooter,DS,0.02,0
Germany's Next Topmodel 2011,Simulation,DS,0.02,0
Drakensang: The Dark Eye,Role-Playing,PC,0.02,0
Storm Lover 2nd,Misc,PSP,0.02,0
Kadenz fermata//Akkord:fortissimo,Adventure,PSV,0.02,0
DuckTales: Remastered,Action,PC,0.02,0
Transformers: Prime,Action,Wii,0.02,0
Contrast,Platform,PC,0.02,0
Arcana Famiglia 2,Adventure,PSP,0.02,0
Taishou Moebius Line Vitable,Adventure,PSV,0.02,0
Gaist Crusher God,Action,3DS,0.02,0
Shinkyoku Soukai Polyphonica,Adventure,PS2,0.02,0
San Goku Shi DS 2,Strategy,DS,0.02,0
Strongest Tokyo University Shogi DS,Action,DS,0.02,0
Shin Sangoku Musou Online: Souten Ranbu,Action,PS3,0.02,0
Elven Legacy,Strategy,PC,0.02,0
V-Rally 3,Racing,XB,0.02,0
Full House Kiss 2,Adventure,PS2,0.02,0
Dead to Rights,Shooter,GBA,0.02,0
Thunder Force VI,Shooter,PS2,0.02,0
Majesty 2: The Fantasy Kingdom Sim,Simulation,PC,0.02,0
Turbo: Super Stunt Squad,Sports,3DS,0.02,0
Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Misao + Maguro Densetsu Portable,Misc,PSP,0.02,0
PachiPara 3D,Misc,3DS,0.02,0
Command & Conquer Collection,Strategy,PC,0.02,0
Kiss Bell,Adventure,PSV,0.02,0
Earth Defense Force 2017 (old JP sales),Shooter,X360,0.02,0
Sengoku Hime: Senran ni Mau Otometachi,Adventure,PS2,0.02,0
GTI Club: Supermini Festa!,Racing,Wii,0.02,0
MuvLuv Double Pack,Adventure,PSV,0.02,0
Koihime Enbu,Fighting,PS4,0.02,0
Romance of the Three Kingdoms XII,Strategy,WiiU,0.02,0
Worldwide Soccer Manager 2006,Sports,PC,0.02,0
Sora no Otoshimono Forte: Dreamy Season,Adventure,DS,0.02,0
Mission: Impossible - Operation Surma,Platform,GC,0.02,0
Trigger Man,Shooter,GC,0.02,0
Yuu Yuu Hakusho DS: Ankoku Bujutsukai Hen,Action,DS,0.02,0
Hiiro no Kakera Portable,Adventure,PSP,0.02,0
Antz Extreme Racing,Racing,XB,0.02,0
Enemy Territory: Quake Wars,Shooter,PC,0.02,0
Truck Racer,Racing,Wii,0.02,0
The Sims 4: Luxury Party Stuff,Simulation,PC,0.02,0
"Nogizaka Haruka no Himitsu Cosplay, Hajime Mashita",Adventure,PS2,0.02,0
Triggerheart Exelica,Shooter,DC,0.02,0
Games Explosion!,Action,GBA,0.02,0
Tennis no Oji-Sama: Card Hunter,Strategy,PS2,0.02,0
Portable Island: Tenohira Resort,Simulation,PSP,0.02,0
Night Wizard the Video Game: Denial of the World,Adventure,PS2,0.02,0
Sengoku Efuda Yuugi: Hototogisu Ran,Misc,PSP,0.02,0
Tokyo Friend Park II DS,Misc,DS,0.02,0
Saenai Kanojo no Sodatekata: Blessing Flowers,Action,PSV,0.02,0
Adventure Time: The Secret of the Nameless,Adventure,3DS,0.02,0
Kao the Kangaroo Round 2,Platform,PS2,0.02,0
Shin Hisui no Shizuku: Hiiro no Kakera 2 Portable,Adventure,PSP,0.02,0
Robopon 2: Ring Version,Role-Playing,GBA,0.02,0
Evil Genius,Strategy,PC,0.02,0
Dragon Tales: Dragon Adventures,Platform,GBA,0.02,0
Moe Moe 2-ji Taisen (Ryoku) * Deluxe,Adventure,PSP,0.02,0
Powerbike,Racing,DS,0.02,0
Violet no Atelier: Gramnad no Renkinjutsushi 2 - Gunjou no Omoide,Role-Playing,PSP,0.02,0
Magic Encyclopedia: Moonlight,Misc,DS,0.02,0
Rayman 10th Anniversary,Platform,GBA,0.02,0
Elminage II DS Remix: Sousei no Megami to Unmai no Daichi,Role-Playing,DS,0.02,0
Online Chess Kingdoms,Misc,PSP,0.02,0
Gaku ? Ou: The Royal Seven Stars,Role-Playing,PSP,0.02,0
Pillars of Eternity,Role-Playing,PC,0.02,0
RollerCoaster Tycoon: Gold Edition,Strategy,PC,0.02,0
Professional Farmer 2016,Action,PS4,0.02,0
Storm Lover Kai!!,Action,PSP,0.02,0
Race Driver: Create & Race,Racing,DS,0.02,0
Nurarihyon no Mago: Hyakki Ryouran Taisen,Fighting,PS3,0.02,0
Minna to Issho,Misc,PSV,0.02,0
Harukanaru Toki no Naka de 6,Action,PSP,0.02,0
Hummer Badlands,Racing,XB,0.02,0
I Doll U,Adventure,PSV,0.02,0
Enkaku Sousa: Sana e no 23 Hiai,Adventure,PSP,0.02,0
Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival,Action,DS,0.02,0
Pippa Funnell 2: Farm Adventures,Simulation,DS,0.02,0
Iron Soldier 3,Simulation,PS,0.02,0
Oyaku de Asoberu DS Ehon: Ukkari Penelope,Simulation,DS,0.02,0
Space Invaders Revolution,Shooter,DS,0.02,0
Barbie and Her Sisters Puppy Rescue,Action,PS3,0.02,0
Worms: WMD,Action,PS4,0.02,0
Myst,Adventure,PSP,0.02,0
UNO 52,Misc,DS,0.02,0
Tiger & Bunny: Hero's Day,Action,PSP,0.02,0
Storm Lover 2nd V,Adventure,PSV,0.02,0
Grisaia no Meikyuu: Le Labyrinthe de la Grisaia,Adventure,PSV,0.02,0
Touhou Genso Rondo: Bullet Ballet,Shooter,PS4,0.02,0
Accel World: Kasoku no Chouten,Adventure,PS3,0.02,0
Poupee Girl DS,Misc,DS,0.02,0
Pachinko Kaou: Misora Hibari,Misc,PS2,0.02,0
Just Cause,Action,PS2,0.02,0
Choro Q,Racing,PS2,0.02,0
Narcissus: Moshimo Ashita ga Runara,Adventure,PSP,0.02,0
Girl Friend Beta: Kimi to Sugosu Natsuyasumi,Action,PSV,0.02,0
IHRA Drag Racing: Sportsman Edition,Racing,XB,0.02,0
"Sharin no Kuni, Himawari no Shoujo",Adventure,X360,0.02,0
Guild Wars: Factions,Role-Playing,PC,0.02,0
Simple DS Series Vol. 42: The Haioku Byoutou,Adventure,DS,0.02,0
Drone Tactics,Strategy,DS,0.02,0
Technic Beat,Misc,PS2,0.02,0
So-Ra-No-Wo-To: Otome no Gojuusou,Adventure,PSP,0.02,0
Farming Simulator 2014,Simulation,PSV,0.02,0
Imperium Romanum,Strategy,PC,0.02,0
Ship Simulator 2008,Simulation,PC,0.02,0
Curse of the Amsterdam Diamond,Puzzle,DS,0.02,0
Sengoku,Strategy,PC,0.02,0
Yume Neko DS,Simulation,DS,0.02,0
Dream C Club,Simulation,PS3,0.02,0
IGT Slots: Lucky Larry's Lobstermania,Simulation,PC,0.02,0
Sid Meier's Civilization Revolution 2+,Strategy,PSV,0.02,0
SBK Superbike World Championship,Racing,PS2,0.02,0
Memories Off 6: Next Relation,Adventure,PS2,0.02,0
Scared Rider Xechs,Adventure,PS2,0.02,0
Vitamin X: Detective B6,Adventure,PSP,0.02,0
Misshitsu no Sacrifice,Adventure,PSP,0.02,0
You Don't Know Jack,Misc,PC,0.02,0
Ouran Koukou Host Bu,Adventure,PS2,0.02,0
Lotus Challenge,Racing,GC,0.02,0
Meiji Toukyou Renka: Twilight Kiss,Action,PSP,0.02,0
Xblaze: Lost Memories,Adventure,PS3,0.02,0
Turok,Action,PC,0.01,0
Coven and Labyrinth of Refrain,Action,PSV,0.01,0
Super Battle For Money Sentouchuu: Kyuukyoku no Shinobu to Battle Player Choujou Kessen!,Action,3DS,0.01,0
Dragon Zakura DS,Misc,DS,0.01,0
